Filename,n,m,Metodo,Tiempo
exp_random_10nodos_40ejes.txt,10,40,Bellman-Ford,6019.64
exp_random_10nodos_40ejes.txt,10,40,Floyd-Warshall,845.193
exp_random_10nodos_40ejes.txt,10,40,Dijkstra con cola de prioridad,495.753
exp_random_10nodos_40ejes.txt,10,40,Bellman-Ford,5572
exp_random_10nodos_40ejes.txt,10,40,Floyd-Warshall,886.34
exp_random_10nodos_40ejes.txt,10,40,Dijkstra con cola de prioridad,474.875
exp_random_10nodos_40ejes.txt,10,40,Bellman-Ford,5651.69
exp_random_10nodos_40ejes.txt,10,40,Floyd-Warshall,941.549
exp_random_10nodos_40ejes.txt,10,40,Dijkstra con cola de prioridad,471.653
exp_random_10nodos_40ejes.txt,10,40,Bellman-Ford,5689.85
exp_random_10nodos_40ejes.txt,10,40,Floyd-Warshall,989.849
exp_random_10nodos_40ejes.txt,10,40,Dijkstra con cola de prioridad,507.796
exp_random_10nodos_40ejes.txt,10,40,Bellman-Ford,6216.66
exp_random_10nodos_40ejes.txt,10,40,Floyd-Warshall,1042.85
exp_random_10nodos_40ejes.txt,10,40,Dijkstra con cola de prioridad,566.644
exp_random_10nodos_40ejes.txt,10,40,Bellman-Ford,5828.71
exp_random_10nodos_40ejes.txt,10,40,Floyd-Warshall,975.538
exp_random_denso_8nodos_25ejes.txt,8,25,Bellman-Ford,1976.39
exp_random_denso_8nodos_25ejes.txt,8,25,Floyd-Warshall,528.939
exp_random_denso_8nodos_25ejes.txt,8,25,Dijkstra con cola de prioridad,575.558
exp_random_denso_8nodos_25ejes.txt,8,25,Bellman-Ford,1977.99
exp_random_denso_8nodos_25ejes.txt,8,25,Floyd-Warshall,523.511
exp_random_denso_9nodos_32ejes.txt,9,32,Dijkstra con cola de prioridad,822.351
exp_random_denso_9nodos_32ejes.txt,9,32,Bellman-Ford,3236.89
exp_random_denso_9nodos_32ejes.txt,9,32,Floyd-Warshall,752.829
exp_random_denso_9nodos_32ejes.txt,9,32,Dijkstra con cola de prioridad,819.033
exp_random_denso_9nodos_32ejes.txt,9,32,Bellman-Ford,3233.52
exp_random_denso_9nodos_32ejes.txt,9,32,Floyd-Warshall,752.275
exp_random_denso_9nodos_32ejes.txt,9,32,Dijkstra con cola de prioridad,826.161
exp_random_denso_9nodos_32ejes.txt,9,32,Bellman-Ford,3248.02
exp_random_denso_9nodos_32ejes.txt,9,32,Floyd-Warshall,757.633
exp_random_denso_9nodos_32ejes.txt,9,32,Dijkstra con cola de prioridad,822.212
exp_random_denso_9nodos_32ejes.txt,9,32,Bellman-Ford,3288.03
exp_random_denso_9nodos_32ejes.txt,9,32,Floyd-Warshall,752.998
exp_random_denso_9nodos_32ejes.txt,9,32,Dijkstra con cola de prioridad,836.727
exp_random_denso_9nodos_32ejes.txt,9,32,Bellman-Ford,3257.45
exp_random_denso_9nodos_32ejes.txt,9,32,Floyd-Warshall,755.431
exp_random_denso_9nodos_32ejes.txt,9,32,Dijkstra con cola de prioridad,818.031
exp_random_denso_9nodos_32ejes.txt,9,32,Bellman-Ford,3246.07
exp_random_denso_9nodos_32ejes.txt,9,32,Floyd-Warshall,750.369
exp_random_denso_9nodos_32ejes.txt,9,32,Dijkstra con cola de prioridad,830.012
exp_random_denso_9nodos_32ejes.txt,9,32,Bellman-Ford,3236.62
exp_random_denso_9nodos_32ejes.txt,9,32,Floyd-Warshall,750.781
exp_random_denso_9nodos_32ejes.txt,9,32,Dijkstra con cola de prioridad,820.672
exp_random_denso_9nodos_32ejes.txt,9,32,Bellman-Ford,3228.84
exp_random_denso_9nodos_32ejes.txt,9,32,Floyd-Warshall,758.117
exp_random_denso_9nodos_32ejes.txt,9,32,Dijkstra con cola de prioridad,852.22
exp_random_denso_9nodos_32ejes.txt,9,32,Bellman-Ford,3289.45
exp_random_denso_9nodos_32ejes.txt,9,32,Floyd-Warshall,751.68
exp_random_denso_10nodos_41ejes.txt,10,41,Dijkstra con cola de prioridad,1109.69
exp_random_denso_10nodos_41ejes.txt,10,41,Bellman-Ford,4688.2
exp_random_denso_10nodos_41ejes.txt,10,41,Floyd-Warshall,1051.86
exp_random_denso_10nodos_41ejes.txt,10,41,Dijkstra con cola de prioridad,1106.79
exp_random_denso_10nodos_41ejes.txt,10,41,Bellman-Ford,4680.26
exp_random_denso_10nodos_41ejes.txt,10,41,Floyd-Warshall,1052.11
exp_random_denso_10nodos_41ejes.txt,10,41,Dijkstra con cola de prioridad,1116.14
exp_random_denso_10nodos_41ejes.txt,10,41,Bellman-Ford,4670.39
exp_random_denso_10nodos_41ejes.txt,10,41,Floyd-Warshall,1049.64
exp_random_denso_10nodos_41ejes.txt,10,41,Dijkstra con cola de prioridad,1134.64
exp_random_denso_10nodos_41ejes.txt,10,41,Bellman-Ford,4728.52
exp_random_denso_10nodos_41ejes.txt,10,41,Floyd-Warshall,1052.18
exp_random_denso_10nodos_41ejes.txt,10,41,Dijkstra con cola de prioridad,1111.78
exp_random_denso_10nodos_41ejes.txt,10,41,Bellman-Ford,4700.68
exp_random_denso_10nodos_41ejes.txt,10,41,Floyd-Warshall,1057.9
exp_random_denso_10nodos_41ejes.txt,10,41,Dijkstra con cola de prioridad,1112.44
exp_random_denso_10nodos_41ejes.txt,10,41,Bellman-Ford,4684.41
exp_random_denso_10nodos_41ejes.txt,10,41,Floyd-Warshall,1049.87
exp_random_denso_10nodos_41ejes.txt,10,41,Dijkstra con cola de prioridad,1110.74
exp_random_denso_10nodos_41ejes.txt,10,41,Bellman-Ford,4717.58
